,classifier_name,archive_name,dataset_name,iteration,precision,accuracy,recall,train_time,test_time
0,InceptionTime,UCRArchive_2018,Crop,0.0,0.7679746460419238,0.7722023809523809,0.7722023809523809,26288.439222097397,41.57101488113403
1,InceptionTime,UCRArchive_2018,OliveOil,0.0,0.8933566433566434,0.8333333333333334,0.7638888888888888,2662.7288784980774,42.486632347106934
2,InceptionTime,UCRArchive_2018,UWaveGestureLibraryZ,0.0,0.756323722257078,0.7640982691233947,0.7656511384911366,4222.062867641449,35.4346559047699
3,InceptionTime,UCRArchive_2018,UWaveGestureLibraryX,0.0,0.8199226041237164,0.8249581239530989,0.8232736667779317,3987.3166658878326,34.89186096191406
4,InceptionTime,UCRArchive_2018,Plane,0.0,1.0,1.0,1.0,1058.9098834991455,43.07069969177246
5,InceptionTime,UCRArchive_2018,BeetleFly,0.0,0.8571428571428572,0.8,0.8,2439.7607128620148,39.95424151420593
6,InceptionTime,UCRArchive_2018,DodgerLoopGame,0.0,0.8548319327731093,0.855072463768116,0.8554292929292929,2122.1717982292175,31.93340015411377
7,InceptionTime,UCRArchive_2018,CricketY,0.0,0.8563042714680029,0.8512820512820513,0.8533397708350065,2135.8387444019318,32.9901123046875
8,InceptionTime,UCRArchive_2018,ToeSegmentation2,0.0,0.8783333333333334,0.9384615384615383,0.9461477987421384,2414.498648405075,38.173304319381714
9,InceptionTime,UCRArchive_2018,EthanolLevel,0.0,0.824636626222593,0.8140000000000001,0.8136200716845878,9831.572826385498,33.013397216796875
10,InceptionTime,UCRArchive_2018,ItalyPowerDemand,0.0,0.9650921580629804,0.9650145772594751,0.9649972800217598,808.9981136322021,44.733479261398315
11,InceptionTime,UCRArchive_2018,ACSF1,0.0,0.9191161616161616,0.92,0.92,1666.7247846126556,31.784119367599487
12,InceptionTime,UCRArchive_2018,Wafer,0.0,0.9939565775326882,0.9985399091499026,0.9985207153180278,3218.566621541977,35.27223467826843
13,InceptionTime,UCRArchive_2018,SmallKitchenAppliances,0.0,0.7562111801242236,0.76,0.7600000000000001,3057.227979660034,32.16912627220154
14,InceptionTime,UCRArchive_2018,CBF,0.0,0.9988998899889988,0.9988888888888888,0.9988888888888888,2223.3239641189575,41.535255908966064
15,InceptionTime,UCRArchive_2018,Meat,0.0,0.9363636363636364,0.9333333333333332,0.9333333333333332,2866.391766309738,40.32134246826172
16,InceptionTime,UCRArchive_2018,CricketX,0.0,0.8602986774740112,0.8538461538461538,0.8617529620343203,2023.4493095874786,32.19508504867554
17,InceptionTime,UCRArchive_2018,GestureMidAirD2,0.0,0.7666888666888667,0.7307692307692307,0.7307692307692307,1314.314211845398,31.494340181350708
18,InceptionTime,UCRArchive_2018,FordB,0.0,0.8622244213535654,0.8617283950617284,0.8615441835509027,21793.004191875458,32.91569399833679
19,InceptionTime,UCRArchive_2018,DistalPhalanxTW,0.0,0.5188131313131313,0.6834532374100719,0.5146573699205278,2788.027543067932,43.56056547164917
20,InceptionTime,UCRArchive_2018,MixedShapesSmallTrain,0.0,0.9116705282325656,0.914639175257732,0.9122961299623228,1256.9094789028168,37.764684438705444
21,InceptionTime,UCRArchive_2018,HouseTwenty,0.0,0.9755102040816326,0.9747899159663864,0.9727536231884056,2659.34853720665,32.442705392837524
22,InceptionTime,UCRArchive_2018,GunPointOldVersusYoung,0.0,0.9651491873534406,0.9650793650793652,0.9648484848484848,778.4608829021454,33.127134799957275
23,InceptionTime,UCRArchive_2018,Lightning2,0.0,0.7703296703296704,0.7704918032786885,0.7662337662337663,2254.6503460407257,33.21676063537598
24,InceptionTime,UCRArchive_2018,DistalPhalanxOutlineCorrect,0.0,0.7939636587619341,0.7826086956521741,0.7577639751552796,3497.6992399692535,42.64587354660034
25,InceptionTime,UCRArchive_2018,DodgerLoopWeekend,0.0,0.9555263157894736,0.9710144927536232,0.97140522875817,1937.1330313682556,31.969099521636966
